                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     798                                      538                  1.0000000000000000E+000                  1.0000000000000000E-004                  2.0000000000000000E+010                  1.4061102624590555E+008                  2.0023839219545670E+002                  1.5373387194189879E-008                  1.0316892855068605E-001                  4.1039484856395561E+001                  7.5970000000000004E-001                  2.5562114240537173E-005                  2.4017443788575954E-001                  1.7208036628528029E-005                  5.0407926026592772E-006                  4.6802246398865860E-005                  1.0497302391669289E-005                  1.0000182310758277E-002                  0.0000000000000000E+000                  7.5971385014830702E-003                  2.5562580265326658E-007                  2.4017881652414860E-003                  1.7208350349548645E-007                  5.0408845017314457E-008                  4.6803099654168843E-007                  1.0497493768785183E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000182224186008E-002                  1.0315874105299759E-001                  1.0000181816411036E-002                  1.0314466058534545E-001                  3.3178213164122762E+003                  1.4800517080012041E+012                  6.5048659637855750E+015                  8.4950626953747077E-019                  8.4950626953747077E-019                  0.0000000000000000E+000                  3.5130613063235594E-020                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.3116299968000000E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20200613" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000182310758277E-002                 -9.8645107975144186E-001                  2.3015671167480618E+000                 -3.8263654889063328E+000                  6.0357909307170727E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                       2                  1.0000182310748276E-002                 -9.8645109220201266E-001                  2.3016115941664688E+000                 -3.8260545174167770E+000                  6.0361465233207845E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                       3                  1.0000182310735777E-002                 -9.8645110775408895E-001                  2.3016610201597230E+000                 -3.8257093409884320E+000                  6.0365412850947111E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                       4                  1.0000182310723275E-002                 -9.8645112329381102E-001                  2.3017351664829802E+000                 -3.8251922549392297E+000                  6.0371327558527152E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                       5                  1.0000182310698276E-002                 -9.8645115433627595E-001                  2.3018834920940900E+000                 -3.8241605240919707E+000                  6.0383132865843949E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                       6                  1.0000182310648274E-002                 -9.8645121627391052E-001                  2.3022297137492256E+000                 -3.8217656800253597E+000                  6.0410554441022200E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                       7                  1.0000182310523274E-002                 -9.8645137026660457E-001                  2.3027249616357826E+000                 -3.8183748639847943E+000                  6.0449430244390534E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                       8                  1.0000182310398271E-002                 -9.8645152306181672E-001                  2.3034683770897395E+000                 -3.8133535403488290E+000                  6.0507099224008449E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                       9                  1.0000182310148265E-002                 -9.8645182513982421E-001                  2.3049572827637146E+000                 -3.8035372323451857E+000                  6.0620189799424837E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
                                      10                  1.0000182309648257E-002                 -9.8645241579516507E-001                  2.3077844772542435E+000                 -3.7857100051371320E+000                  6.0826795845502293E+000                  7.5970000000000004E-001                  2.4019999999999997E-001                  9.9999999999988987E-005 
